,Cou,MajorUsCarrier,Weekday,CruisingSpd,AltCat,Intl
93109,False,True,0,False,0,True
93157,True,False,0,True,1,True
93193,True,False,0,False,1,True
93255,True,False,0,False,0,True
93462,False,True,0,False,0,True
93466,True,False,0,False,0,True
93470,False,True,0,True,1,False
93474,False,True,0,False,1,False
93508,False,True,0,True,2,False
93548,False,True,0,False,0,False
93563,True,False,0,False,1,True
93564,True,False,0,False,0,True
93584,True,False,0,False,0,True
93585,True,False,0,False,0,True
93591,True,False,0,False,0,True
93596,True,False,0,False,0,True
93604,True,False,0,False,0,True
93696,True,False,0,False,0,True
93747,True,False,0,False,0,True
93809,True,False,0,False,1,True
93821,False,True,0,False,0,True
93879,True,False,0,True,1,True
94009,True,False,0,False,1,True
94059,True,False,0,False,0,True
94063,False,True,0,True,1,False
94126,True,False,0,False,0,True
94159,True,False,0,False,0,True
94170,False,True,0,False,0,False
94209,True,False,0,False,2,True
94280,False,True,0,False,1,False
94330,False,True,0,False,0,False
94575,False,True,0,False,1,False
94639,False,True,0,True,1,False
94961,False,True,0,True,2,False
95083,True,False,0,False,0,True
95121,True,False,0,False,0,True
95155,True,False,0,False,1,True
95235,False,True,0,True,2,False
95249,True,False,0,False,0,True
95270,True,False,0,False,1,True
95276,False,True,0,False,0,True
95310,False,True,0,False,1,False
95341,True,False,0,True,1,True
95350,True,False,0,False,0,True
95376,False,True,0,False,0,False
95382,True,False,0,False,1,True
95419,True,False,0,False,0,True
95483,False,True,0,False,0,True
95518,True,False,0,False,0,True
95521,False,True,0,True,1,False
95629,True,False,0,False,0,True
95651,True,False,0,False,0,True
96233,False,True,0,True,1,False
96268,False,True,0,True,1,True
96540,False,True,0,True,2,True
96575,False,True,0,False,1,False
96587,False,True,0,False,0,False
96608,True,False,0,False,0,True
97327,False,False,0,False,0,False
98224,True,False,0,False,0,True
98328,False,True,0,False,0,False
98335,True,False,0,False,0,True
98390,True,False,0,True,1,True
98440,False,True,0,False,1,True
98483,True,False,0,True,1,True
98536,False,True,0,False,0,True
98599,False,True,0,False,0,False
98620,False,True,0,False,1,False
98758,True,False,0,False,0,True
98797,True,False,0,False,0,True
98821,True,False,0,False,0,True
98832,True,False,0,False,0,True
98867,False,True,0,True,2,False
98869,True,False,0,False,0,True
99015,True,False,0,False,0,True
99040,False,True,0,False,0,True
99097,True,False,0,False,0,True
99144,True,False,0,False,0,True
99191,False,True,0,False,0,True
99220,True,False,0,False,0,True
99267,True,False,0,False,0,True
99299,True,False,0,True,1,True
99363,True,False,0,True,1,True
99495,False,True,0,True,1,False
99510,True,False,0,False,0,True
99529,True,False,0,False,0,True
99652,False,True,0,False,1,True
99764,False,True,0,True,2,False
99812,False,True,0,False,1,False
99861,False,True,0,False,0,False
99923,True,False,0,False,0,True
99932,True,False,0,False,0,True
99939,False,True,0,False,0,False
99980,True,False,0,False,0,True
100090,True,False,0,False,0,True
100206,False,True,0,False,0,False
100314,True,False,0,False,0,True
100345,False,True,0,False,0,True
100399,True,False,0,False,0,True
100437,True,False,0,False,0,True
100525,True,False,0,True,1,True
100542,False,True,0,False,1,True
100581,True,False,0,True,1,True
100660,True,False,0,False,0,True
100815,True,False,0,False,0,True
100835,False,True,0,False,0,True
100839,True,False,0,False,0,True
100842,False,True,0,False,1,False
100845,False,True,0,False,0,False
100872,False,True,0,True,2,False
100903,False,True,0,False,0,False
100917,True,False,0,False,0,True
100918,True,False,0,False,0,True
100934,True,False,0,False,0,True
100935,True,False,0,False,0,True
100941,True,False,0,False,0,True
100945,True,False,0,False,0,True
100952,True,False,0,False,0,True
101018,True,False,0,False,0,True
101056,False,True,0,False,0,True
101076,True,False,0,True,1,True
101083,True,False,0,False,0,True
101126,False,True,0,False,0,True
101136,True,False,0,False,0,True
101138,True,False,0,False,0,True
101154,True,False,0,False,0,True
101172,True,False,0,False,0,True
101224,True,False,0,True,1,True
101285,True,False,0,True,1,True
101327,False,True,0,False,1,False
101403,True,False,0,False,0,True
101450,True,False,0,False,0,True
101453,False,True,0,False,1,False
101505,True,False,0,False,0,True
101531,True,False,0,False,0,True
101573,True,False,0,False,0,True
101596,False,True,0,True,2,False
101634,False,True,0,False,0,False
101669,False,True,0,False,0,False
101968,False,True,0,False,0,False
102288,False,True,0,True,2,False
102472,False,True,0,False,0,True
102515,True,False,0,False,0,True
102537,True,False,0,False,0,True
102563,True,False,0,False,0,True
102628,False,True,0,True,2,False
102642,True,False,0,False,0,True
102659,True,False,0,False,1,True
102665,False,True,0,False,1,True
102696,False,True,0,False,0,False
102723,True,False,0,True,1,True
102732,True,False,0,False,0,True
102793,True,False,0,False,0,True
102847,False,True,0,False,0,True
102878,True,False,0,False,0,True
102980,True,False,0,False,0,True
103000,True,False,0,False,0,True
103496,False,True,0,True,2,False
103583,True,False,0,True,1,True
103745,False,True,0,False,1,False
104009,False,True,0,False,1,False
104020,False,True,0,False,0,False
104037,True,False,0,False,0,True
104645,False,False,0,False,0,False
105595,True,False,0,False,0,True
105599,True,False,0,False,0,True
105620,False,True,0,False,0,True
105640,True,False,0,True,1,True
105671,False,True,0,False,0,False
105675,True,False,0,False,1,True
105706,True,False,0,True,2,True
105852,False,True,0,False,0,True
105910,False,True,0,False,0,False
106055,True,False,0,False,0,True
106090,True,False,0,False,0,True
106119,True,False,0,False,0,True
106149,False,True,0,True,2,False
106364,True,False,0,False,0,True
106414,True,False,0,False,0,True
106432,False,True,0,False,0,True
106477,True,False,0,True,1,True
106490,True,False,0,False,0,True
106516,True,False,0,False,1,True
106554,False,True,0,False,0,True
106624,True,False,0,False,0,True
106827,False,True,0,True,1,False
106856,True,False,0,False,0,True
107055,False,True,0,True,2,False
107094,True,False,0,True,2,True
107141,False,True,0,False,0,False
107197,True,False,0,False,0,True
107206,True,False,0,False,0,True
107213,False,True,0,False,0,False
107248,True,False,0,False,0,True
107287,True,False,0,False,0,True
107342,True,False,0,False,0,True
107441,False,True,0,False,0,False
107652,True,False,0,False,0,True
107675,False,True,0,False,0,True
107718,True,False,0,True,1,True
107732,True,False,0,False,0,True
107748,True,False,0,False,1,True
107940,True,False,0,False,0,True
107979,True,False,0,True,2,True
108071,True,False,0,False,0,True
108090,False,True,0,False,0,True
108094,True,False,0,False,0,True
108097,False,True,0,False,0,False
108118,False,True,0,True,2,False
108145,False,True,0,False,0,False
108158,True,False,0,False,0,True
108172,True,False,0,False,0,True
108173,True,False,0,False,0,True
108176,True,False,0,False,0,True
108180,True,False,0,False,0,True
108186,True,False,0,False,0,True
108350,True,False,0,False,0,True
108352,True,False,0,False,0,True
108368,True,False,0,False,0,True
108396,False,True,0,False,0,True
108417,True,False,0,True,1,True
108453,False,True,0,False,0,True
108463,True,False,0,False,0,True
108464,True,False,0,False,1,True
108479,True,False,0,False,0,True
108634,False,True,0,False,1,False
108705,True,False,0,False,0,True
108740,True,False,0,False,0,True
108784,True,False,0,False,0,True
108837,True,False,0,False,0,True
108857,False,True,0,True,2,False
108893,False,True,0,False,0,False
108922,False,True,0,False,0,False
109104,True,False,0,False,0,True
109551,True,False,0,True,2,True
109571,False,True,0,True,2,False
109683,True,False,0,False,0,True
109758,True,False,0,False,0,True
109812,True,False,0,False,0,True
109850,False,True,0,False,0,True
109890,True,False,0,True,1,True
109910,True,False,0,False,1,True
109931,True,False,0,False,0,True
109937,True,False,0,True,2,True
109993,False,True,0,True,2,False
110006,True,False,0,False,0,True
110053,False,True,0,False,0,False
110087,True,False,0,False,0,True
110143,True,False,0,False,0,True
110192,False,True,0,False,0,True
110219,True,False,0,False,0,True
110307,True,False,0,False,1,True
110708,False,True,0,False,0,False
110776,True,False,0,False,0,True
110982,False,True,0,True,2,False
111391,False,True,0,False,1,False
111415,True,False,0,False,0,True
111596,False,True,0,False,2,False
